"","NUMBLDG","TOTSQFTGROUND","TOTSQFT","R_TOTSQFT","C_TOTSQFT","R_TOTSQFTGROUND","C_TOTSQFTGROUND","TOTALKBTU","E_TOTALKBTU","G_TOTALKBTU","R_TOTALKBTU","C_TOTALKBTU","ER_TOTALKBTU","GR_TOTALKBTU","EC_TOTALKBTU","GC_TOTALKBTU","TOTALMTCO2","E_TOTALMTCO2","G_TOTALMTCO2","R_TOTALMTCO2","C_TOTALMTCO2","ER_TOTALMTCO2","GR_TOTALMTCO2","EC_TOTALMTCO2","GC_TOTALMTCO2","ER_KBTUperSQFT","GR_KBTUperSQFT","EC_KBTUperSQFT","GC_KBTUperSQFT","R_KBTUperSQFT","C_KBTUperSQFT","E_KBTUperSQFT","G_KBTUperSQFT","KBTUperSQFT","ER_MTCO2perSQFT","GR_MTCO2perSQFT","EC_MTCO2perSQFT","GC_MTCO2perSQFT","R_MTCO2perSQFT","C_MTCO2perSQFT","E_MTCO2perSQFT","G_MTCO2perSQFT","MTCO2perSQFT"
"1",82890,283394060.010091,337642021.782122,244681551.523505,29700335.4969389,193908903.248976,27506379.2958158,11565315293.458,6432145714.26925,5133169579.1887,6909789875.66825,3728053597.25811,2760723139.67365,4149066735.9946,2743950754.06401,984102843.1941,523740.559118466,251104.094348466,272636.46477,328143.792518213,159389.25795945,107775.680858213,220368.11166,107120.90484945,52268.35311,11.282923140237,16.9570068121627,92.3878706470105,33.1344015725185,28.2399299523997,125.522272219529,19.0501931019116,15.2029938456567,34.2531869475683,0.000440473260804299,0.000900632312848608,0.00360672373079726,0.00175985732940246,0.00134110557365291,0.00536658106019972,0.000743699178861398,0.000807471959002575,0.00155117113786397
