"","tdcaseid","houseid","personid","cntyfips","city","o_locno","trvlcmin","trptrans","whyto","whyfrom","r_age","trpmiles","tdaydate","wttrdfin","numontrp","education","bike_dfr","bike_gkp","condnigh","condpub","condrive","condspec","condtax","condtrav","schtrn1","schtrn2","schtyp","walk_def","walk_gkq","worker","occupation","travday","place","household_income","trptransfilt","Agefilt","HHincomefilt","Occupfilt","whytofilt","whyfromfilt","educfilt","workerfilt","schtypfilt","schtrn1filt","schtrn2filt"
"287",301886100201,30188610,2,77,"STOCKTON",1e+06,30,3,17,8,7,2.222,201608,309806.642006105,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,3,1,-1,-1,-1,-1,1,1,1,4,2,1,99,99,3,99,99,1,99,4
"288",301929020101,30192902,1,77,"STOCKTON",100,7,3,16,1,84,1.11,201607,19383.927026017,1,4,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,3,9,4,6,4,99,99,1,4,2,99,99,99
"289",301929020102,30192902,1,77,"STOCKTON",1e+06,5,3,1,16,84,1.296,201607,19383.927026017,1,4,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,3,9,4,6,4,99,1,99,4,2,99,99,99
"290",301929020103,30192902,1,77,"STOCKTON",100,15,3,14,1,84,4.44,201607,19383.927026017,1,4,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,3,9,4,6,4,99,3,1,4,2,99,99,99
"291",301929020104,30192902,1,77,"STOCKTON",1000001,15,3,1,14,84,4.133,201607,19383.927026017,1,4,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,3,9,4,6,4,99,1,3,4,2,99,99,99
"292",301929020105,30192902,1,77,"STOCKTON",100,15,3,18,1,84,3.34,201607,19383.927026017,1,4,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,3,9,4,6,4,99,3,1,4,2,99,99,99
"293",301929020108,30192902,1,77,"STOCKTON",1000004,5,3,1,11,84,1.623,201607,19383.927026017,1,4,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,3,9,4,6,4,99,1,3,4,2,99,99,99
"294",301976630101,30197663,1,77,"STOCKTON",100,10,3,13,1,42,3.23,201609,622658.857645416,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,3,1,3,2,99,99,99
"295",301976630102,30197663,1,77,"STOCKTON",1e+06,20,3,13,13,42,2.724,201609,622658.857645416,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,3,3,3,2,99,99,99
"296",301976630103,30197663,1,77,"STOCKTON",1000001,20,3,1,13,42,2.223,201609,622658.857645416,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,1,3,3,2,99,99,99
"297",301976630104,30197663,1,77,"STOCKTON",100,5,3,11,1,42,0.181,201609,622658.857645416,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,3,1,3,2,99,99,99
"298",301976630105,30197663,1,77,"STOCKTON",1000002,5,3,1,11,42,0.181,201609,622658.857645416,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,1,3,3,2,99,99,99
"299",301976630106,30197663,1,77,"STOCKTON",100,105,3,8,1,42,53.616,201609,622658.857645416,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,3,1,3,2,99,99,99
"300",301976630201,30197663,2,77,"STOCKTON",100,10,3,13,1,42,3.228,201609,557344.500011527,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,3,1,3,2,99,99,99
"301",301976630202,30197663,2,77,"STOCKTON",1e+06,20,3,13,13,42,2.724,201609,557344.500011527,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,3,3,3,2,99,99,99
"302",301976630203,30197663,2,77,"STOCKTON",1000001,20,3,1,13,42,2.223,201609,557344.500011527,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,4,5,3,99,1,3,3,2,99,99,99
"303",301976630301,30197663,3,77,"STOCKTON",100,15,10,10,1,18,1.955,201609,847288.006191706,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,3,3,3,99,99,1,2,2,99,99,99
"304",301976630302,30197663,3,77,"STOCKTON",1000004,25,10,1,10,18,2.271,201609,847288.006191706,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,6,3,3,3,99,1,99,2,2,99,99,99
"305",301976630401,30197663,4,77,"STOCKTON",100,15,10,8,1,14,3.055,201609,547451.105964386,1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,1,-1,-1,-1,-1,3,1,6,3,2,3,99,3,1,1,99,1,3,3
"306",301976630402,30197663,4,77,"STOCKTON",403,15,10,1,8,14,3.054,201609,547451.105964386,1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,1,-1,-1,-1,-1,3,1,6,3,2,3,99,1,3,1,99,1,3,3
"307",301976630501,30197663,5,77,"STOCKTON",100,10,10,8,1,10,0.316,201609,547451.105964386,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,1,-1,-1,-1,-1,3,1,6,3,2,3,99,3,1,99,99,1,3,3
"308",301976630502,30197663,5,77,"STOCKTON",503,10,10,1,8,10,0.316,201609,547451.105964386,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,1,-1,-1,-1,-1,3,1,6,3,2,3,99,1,3,99,99,1,3,3
"309",301987210304,30198721,3,77,"STOCKTON",302,15,6,1,3,56,12.847,201605,209132.130813108,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,6,4,5,3,1,1,2,1,1,99,99,99
"310",302007850101,30200785,1,77,"STOCKTON",100,10,5,11,1,34,1.385,201608,67693.766874237,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,3,4,4,4,2,4,3,1,4,1,99,99,99
"311",302007850102,30200785,1,77,"STOCKTON",1e+06,30,5,17,11,34,11.292,201608,67693.766874237,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,3,4,4,4,2,4,99,3,4,1,99,99,99
"312",302007850103,30200785,1,77,"STOCKTON",1000001,45,5,1,17,34,12.422,201608,67693.766874237,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,3,4,4,4,2,4,1,99,4,1,99,99,99
"313",302007850201,30200785,2,77,"STOCKTON",100,10,5,11,1,30,1.385,201608,80256.582195253,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,3,4,4,4,2,1,3,1,2,1,99,99,99
"314",302007850202,30200785,2,77,"STOCKTON",1e+06,30,5,17,11,30,11.292,201608,80256.582195253,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,3,4,4,4,2,1,99,3,2,1,99,99,99
"315",302007850203,30200785,2,77,"STOCKTON",1000001,45,5,1,17,30,12.422,201608,80256.582195253,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,3,4,4,4,2,1,1,99,2,1,99,99,99
"316",302007850301,30200785,3,77,"STOCKTON",100,10,5,11,1,6,1.385,201608,63965.5022758164,4,-1,-9,-9,-1,-1,-1,-1,-1,-1,5,6,1,-1,-1,-1,-1,1,3,4,4,2,2,99,3,1,99,99,1,4,4
"317",302007850302,30200785,3,77,"STOCKTON",1e+06,30,5,17,11,6,11.292,201608,63965.5022758164,4,-1,-9,-9,-1,-1,-1,-1,-1,-1,5,6,1,-1,-1,-1,-1,1,3,4,4,2,2,99,99,3,99,99,1,4,4
"318",302007850303,30200785,3,77,"STOCKTON",1000001,45,6,1,17,6,12.422,201608,63965.5022758164,4,-1,-9,-9,-1,-1,-1,-1,-1,-1,5,6,1,-1,-1,-1,-1,1,3,4,4,2,2,99,1,99,99,99,1,4,4
"319",302049150101,30204915,1,77,"STOCKTON",100,10,4,12,1,69,1.167,201609,136788.850107642,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,3,1,2,2,99,99,99
"320",302049150102,30204915,1,77,"STOCKTON",1e+06,35,4,13,12,69,2.441,201609,136788.850107642,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,3,3,2,2,99,99,99
"321",302049150103,30204915,1,77,"STOCKTON",1000001,15,4,1,13,69,3.567,201609,136788.850107642,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,1,3,2,2,99,99,99
"322",302049150104,30204915,1,77,"STOCKTON",100,15,6,5,1,69,2.849,201609,136788.850107642,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,99,1,2,2,99,99,99
"323",302049150105,30204915,1,77,"STOCKTON",1000002,25,6,14,5,69,3.387,201609,136788.850107642,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,3,99,2,2,99,99,99
"324",302049150106,30204915,1,77,"STOCKTON",1000003,15,6,7,14,69,5.798,201609,136788.850107642,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,99,3,2,2,99,99,99
"325",302049150107,30204915,1,77,"STOCKTON",100,5,4,12,7,69,4.435,201609,136788.850107642,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,3,99,2,2,99,99,99
"326",302049150108,30204915,1,77,"STOCKTON",1000004,10,4,11,12,69,0.399,201609,136788.850107642,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,3,3,2,2,99,99,99
"327",302049150109,30204915,1,77,"STOCKTON",1000005,15,4,1,11,69,4.74,201609,136788.850107642,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,3,1,5,4,6,2,99,1,3,2,2,99,99,99
"328",302049150201,30204915,2,77,"STOCKTON",100,15,6,5,1,71,2.85,201609,127867.484019706,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,5,4,6,2,99,99,1,2,2,99,99,99
"329",302049150202,30204915,2,77,"STOCKTON",1000002,25,6,14,5,71,3.387,201609,127867.484019706,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,5,4,6,2,99,3,99,2,2,99,99,99
"330",302049150203,30204915,2,77,"STOCKTON",1000003,15,6,7,14,71,5.798,201609,127867.484019706,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,5,4,6,2,99,99,3,2,2,99,99,99
"331",302049150204,30204915,2,77,"STOCKTON",100,5,4,97,7,71,4.435,201609,127867.484019706,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,5,4,6,2,99,99,99,2,2,99,99,99
"332",302049150205,30204915,2,77,"STOCKTON",1000004,10,4,11,97,71,0.399,201609,127867.484019706,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,5,4,6,2,99,3,99,2,2,99,99,99
"333",302049150206,30204915,2,77,"STOCKTON",1000005,15,4,1,11,71,4.74,201609,127867.484019706,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,1,5,4,6,2,99,1,3,2,2,99,99,99
"334",302063920103,30206392,1,77,"STOCKTON",1000002,60,3,1,7,82,32.324,201608,44086.7455770402,2,5,-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,-1,7,2,8,4,6,4,99,1,99,5,2,99,99,99
"335",302063920202,30206392,2,77,"STOCKTON",1000003,20,3,15,6,48,15.402,201608,42877.1359831046,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,7,2,8,4,5,4,99,3,99,5,2,99,99,99
"336",302063920203,30206392,2,77,"STOCKTON",1000004,30,3,13,15,48,10.647,201608,42877.1359831046,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,7,2,8,4,5,4,99,3,3,5,2,99,99,99
"337",302063920204,30206392,2,77,"STOCKTON",1000005,5,3,6,13,48,4.22,201608,42877.1359831046,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,7,2,8,4,5,4,99,99,3,5,2,99,99,99
"338",302063920205,30206392,2,77,"STOCKTON",1000003,74,3,6,6,48,12.978,201608,42877.1359831046,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,7,2,8,4,5,4,99,99,99,5,2,99,99,99
"339",302063920206,30206392,2,77,"STOCKTON",1000002,60,3,1,6,48,32.324,201608,42877.1359831046,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,7,2,8,4,5,4,99,1,99,5,2,99,99,99
"340",302085630101,30208563,1,77,"STOCKTON",100,30,3,14,1,49,2.811,201608,63655.7081759209,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,3,6,4,5,3,99,3,1,3,2,99,99,99
"341",302085630102,30208563,1,77,"STOCKTON",1e+06,5,3,11,14,49,1.371,201608,63655.7081759209,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,3,6,4,5,3,99,3,3,3,2,99,99,99
"342",302085630103,30208563,1,77,"STOCKTON",1000001,25,3,11,11,49,3.18,201608,63655.7081759209,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,3,6,4,5,3,99,3,3,3,2,99,99,99
"343",302085630104,30208563,1,77,"STOCKTON",1000002,10,3,1,11,49,0.487,201608,63655.7081759209,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,3,6,4,5,3,99,1,3,3,2,99,99,99
"344",302130090101,30213009,1,77,"STOCKTON",100,10,4,5,1,51,1.234,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,99,1,3,2,99,99,99
"345",302130090102,30213009,1,77,"STOCKTON",1e+06,10,4,14,5,51,0.552,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,3,99,3,2,99,99,99
"346",302130090103,30213009,1,77,"STOCKTON",1000001,6,4,14,14,51,0.344,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,3,3,3,2,99,99,99
"347",302130090104,30213009,1,77,"STOCKTON",1000002,30,4,13,14,51,10.5,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,3,3,3,2,99,99,99
"348",302130090105,30213009,1,77,"STOCKTON",1000003,10,4,18,13,51,0.698,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,3,3,3,2,99,99,99
"349",302130090106,30213009,1,77,"STOCKTON",1000004,2,4,13,18,51,0.671,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,3,3,3,2,99,99,99
"350",302130090107,30213009,1,77,"STOCKTON",1000003,13,4,11,13,51,6.418,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,3,3,3,2,99,99,99
"351",302130090108,30213009,1,77,"STOCKTON",1000006,12,4,12,11,51,5.531,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,3,3,3,2,99,99,99
"352",302130090109,30213009,1,77,"STOCKTON",1000007,5,4,1,12,51,2.26,201609,58640.7928764983,1,3,-1,-1,2,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,4,1,4,4,5,2,99,1,3,3,2,99,99,99
"353",302152190101,30215219,1,77,"STOCKTON",100,120,3,3,1,46,91.336,201606,280436.09932184,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,3,10,4,5,4,2,2,1,4,1,99,99,99
"354",302152190201,30215219,2,77,"STOCKTON",100,15,4,4,1,44,3.968,201606,376074.715017649,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,10,4,5,4,99,2,1,4,2,99,99,99
"355",302152190202,30215219,2,77,"STOCKTON",1000001,2,4,12,4,44,0.119,201606,376074.715017649,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,10,4,5,4,99,3,2,4,2,99,99,99
"356",302152190203,30215219,2,77,"STOCKTON",1000002,5,4,12,12,44,1.145,201606,376074.715017649,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,10,4,5,4,99,3,3,4,2,99,99,99
"357",302152190204,30215219,2,77,"STOCKTON",1000003,10,4,18,12,44,2.705,201606,376074.715017649,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,10,4,5,4,99,3,3,4,2,99,99,99
"358",302152190205,30215219,2,77,"STOCKTON",1000004,10,4,1,18,44,3.636,201606,376074.715017649,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,10,4,5,4,99,1,3,4,2,99,99,99
"359",302152190206,30215219,2,77,"STOCKTON",100,15,4,12,1,44,4.693,201606,376074.715017649,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,10,4,5,4,99,3,1,4,2,99,99,99
"360",302152190207,30215219,2,77,"STOCKTON",1000003,10,4,1,12,44,4.782,201606,376074.715017649,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,10,4,5,4,99,1,3,4,2,99,99,99
"361",302152190301,30215219,3,77,"STOCKTON",100,5,2,16,1,14,0.534,201606,282444.914692281,2,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,2,2,4,99,99,1,1,99,1,4,4
"362",302152190302,30215219,3,77,"STOCKTON",1000005,5,2,1,16,14,0.534,201606,282444.914692281,1,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,2,2,4,99,1,99,1,99,1,4,4
"363",302152190303,30215219,3,77,"STOCKTON",100,20,1,13,1,14,1.231,201606,282444.914692281,2,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,1,2,4,99,3,1,1,99,1,4,4
"364",302152190304,30215219,3,77,"STOCKTON",1000006,20,1,17,13,14,1.216,201606,282444.914692281,2,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,1,2,4,99,99,3,1,99,1,4,4
"365",302152190305,30215219,3,77,"STOCKTON",1000007,5,1,1,17,14,0.367,201606,282444.914692281,2,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,1,2,4,99,1,99,1,99,1,4,4
"366",302152190306,30215219,3,77,"STOCKTON",100,5,1,15,1,14,0.367,201606,282444.914692281,2,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,1,2,4,99,3,1,1,99,1,4,4
"367",302152190307,30215219,3,77,"STOCKTON",1000007,5,4,1,15,14,0.387,201606,282444.914692281,2,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,4,2,4,99,1,3,1,99,1,4,4
"368",302152190308,30215219,3,77,"STOCKTON",100,10,4,15,1,14,3.378,201606,282444.914692281,2,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,4,2,4,99,3,1,1,99,1,4,4
"369",302152190309,30215219,3,77,"STOCKTON",303,15,4,1,15,14,3.417,201606,282444.914692281,2,1,-9,-9,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,2,3,10,4,2,4,99,1,3,1,99,1,4,4
"370",302152600102,30215260,1,77,"STOCKTON",102,4,1,13,3,39,0.102,201607,266102.017590918,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,1,6,1,4,3,2,3,2,3,1,99,99,99
"371",302152600103,30215260,1,77,"STOCKTON",1e+06,10,1,3,13,39,0.102,201607,266102.017590918,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,1,6,1,4,3,2,2,3,3,1,99,99,99
"372",302152600104,30215260,1,77,"STOCKTON",102,53,3,14,3,39,26.328,201607,266102.017590918,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,1,6,4,4,3,2,3,2,3,1,99,99,99
"373",302152600201,30215260,2,77,"STOCKTON",202,90,5,3,7,39,61.994,201607,315486.040048334,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,4,1,6,4,4,3,3,2,99,2,1,99,99,99
"374",302152600203,30215260,2,77,"STOCKTON",202,28,6,1,7,39,22.102,201607,315486.040048334,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,4,1,6,4,4,3,3,1,99,2,1,99,99,99
"375",302155260101,30215526,1,77,"STOCKTON",100,10,4,16,1,68,2.436,201608,21667.6261082622,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,4,8,4,6,4,99,99,1,3,2,99,99,99
"376",302155260102,30215526,1,77,"STOCKTON",1000001,3,4,12,16,68,0.359,201608,21667.6261082622,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,4,8,4,6,4,99,3,99,3,2,99,99,99
"377",302155260103,30215526,1,77,"STOCKTON",1000002,15,4,5,12,68,4.419,201608,21667.6261082622,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,4,8,4,6,4,99,99,3,3,2,99,99,99
"378",302155260104,30215526,1,77,"STOCKTON",1000003,2,4,11,5,68,0.982,201608,21667.6261082622,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,4,8,4,6,4,99,3,99,3,2,99,99,99
"379",302155260105,30215526,1,77,"STOCKTON",1000004,9,4,1,11,68,3.935,201608,21667.6261082622,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,4,8,4,6,4,99,1,3,3,2,99,99,99
"380",302155260106,30215526,1,77,"STOCKTON",100,10,4,17,1,68,4.166,201608,21667.6261082622,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,4,8,4,6,4,99,99,1,3,2,99,99,99
"381",302155260107,30215526,1,77,"STOCKTON",1000005,13,4,5,17,68,4.596,201608,21667.6261082622,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,4,8,4,6,4,99,99,99,3,2,99,99,99
"382",302172210101,30217221,1,77,"STOCKTON",100,5,3,16,3,55,0.535,201610,116829.883665365,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,5,3,3,4,5,1,4,99,2,3,1,99,99,99
"383",302172210102,30217221,1,77,"STOCKTON",1000001,5,3,1,16,55,0.541,201610,116829.883665365,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,5,3,3,4,5,1,4,1,99,3,1,99,99,99
"384",302172210103,30217221,1,77,"STOCKTON",100,15,3,8,1,55,1.454,201610,116829.883665365,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,5,3,3,4,5,1,4,3,1,3,1,99,99,99
"385",302172210104,30217221,1,77,"STOCKTON",1e+06,15,3,1,8,55,1.637,201610,116829.883665365,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,5,3,3,4,5,1,4,1,3,3,1,99,99,99
"386",302232930103,30223293,1,77,"STOCKTON",1000001,40,5,1,7,54,43.4,201608,103200.288141429,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,2,8,4,5,4,99,1,99,3,2,99,99,99
"387",302232930302,30223293,3,77,"STOCKTON",1000001,40,5,1,6,22,43.399,201608,155430.852592944,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-9,6,2,8,4,3,4,99,1,99,3,1,99,99,99
"388",302242760101,30224276,1,77,"STOCKTON",100,30,1,1,1,55,1,201610,374496.52375291,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,6,1,5,3,4,1,1,4,1,99,99,99
"389",302242760102,30224276,1,77,"STOCKTON",100,15,4,3,1,55,2.104,201610,374496.52375291,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,6,4,5,3,4,2,1,4,1,99,99,99
"390",302242760103,30224276,1,77,"STOCKTON",102,20,4,11,3,55,0.95,201610,374496.52375291,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,6,4,5,3,4,3,2,4,1,99,99,99
"391",302242760104,30224276,1,77,"STOCKTON",1e+06,10,4,1,11,55,1.108,201610,374496.52375291,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,6,4,5,3,4,1,3,4,1,99,99,99
"392",302242760105,30224276,1,77,"STOCKTON",100,30,1,1,1,55,1,201610,374496.52375291,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,6,1,5,3,4,1,1,4,1,99,99,99
"393",302242760201,30224276,2,77,"STOCKTON",100,60,1,1,1,84,0.333,201610,385061.468860382,1,3,-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,-1,5,4,6,1,6,3,99,1,1,3,2,99,99,99
"394",302337970104,30233797,1,77,"STOCKTON",1000002,45,6,11,4,45,36.354,201609,53264.6236222148,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,3,11,4,5,4,4,3,2,5,1,99,99,99
"395",302338420101,30233842,1,77,"STOCKTON",100,60,1,16,1,74,2,201609,43966.0086002394,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,7,3,-8,1,6,99,99,99,1,5,2,99,99,99
