"","tdcaseid","houseid","personid","cntyfips","city","o_locno","trvlcmin","trptrans","whyto","whyfrom","r_age","trpmiles","tdaydate","wttrdfin","numontrp","education","bike_dfr","bike_gkp","condnigh","condpub","condrive","condspec","condtax","condtrav","schtrn1","schtrn2","schtyp","walk_def","walk_gkq","worker","occupation","travday","place","household_income","trptransfilt","Agefilt","HHincomefilt","Occupfilt","whytofilt","whyfromfilt","educfilt","workerfilt","schtypfilt","schtrn1filt","schtrn2filt"
"695",304431780202,30443178,2,77,"STOCKTON",1000002,15,3,1,14,58,3.214,201605,537964.461783515,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,2,4,5,1,99,1,3,2,2,99,99,99
"696",304460330101,30446033,1,77,"STOCKTON",100,27,3,6,1,63,13.402,201610,370394.80074557,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,99,1,3,1,99,99,99
"697",304460330102,30446033,1,77,"STOCKTON",1e+06,8,3,16,6,63,1.497,201610,370394.80074557,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,99,99,3,1,99,99,99
"698",304460330103,30446033,1,77,"STOCKTON",1000001,15,3,11,16,63,3.189,201610,370394.80074557,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,3,99,3,1,99,99,99
"699",304460330104,30446033,1,77,"STOCKTON",1000002,15,3,13,11,63,7.396,201610,370394.80074557,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,3,3,3,1,99,99,99
"700",304460330105,30446033,1,77,"STOCKTON",1000003,5,3,11,13,63,0.307,201610,370394.80074557,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,3,3,3,1,99,99,99
"701",304460330106,30446033,1,77,"STOCKTON",1000004,30,3,1,11,63,17.188,201610,370394.80074557,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,1,3,3,1,99,99,99
"702",304460330107,30446033,1,77,"STOCKTON",100,10,6,11,1,63,9.671,201610,370394.80074557,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,3,1,3,1,99,99,99
"703",304460330109,30446033,1,77,"STOCKTON",100,5,6,6,2,63,1.451,201610,370394.80074557,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,99,2,3,1,99,99,99
"704",304460330110,30446033,1,77,"STOCKTON",1000006,8,6,1,6,63,1.422,201610,370394.80074557,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,6,3,6,4,5,3,2,1,99,3,1,99,99,99
"705",304460330201,30446033,2,77,"STOCKTON",100,35,3,3,1,54,17.957,201610,297139.142639943,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,6,3,6,4,5,3,3,2,1,2,1,99,99,99
"706",304460330301,30446033,3,77,"STOCKTON",100,27,3,8,1,23,13.402,201610,636913.506454183,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,6,4,3,3,99,3,1,3,2,99,99,99
"707",304460330302,30446033,3,77,"STOCKTON",1e+06,20,1,17,8,23,0.706,201610,636913.506454183,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,6,1,3,3,99,99,3,3,2,99,99,99
"708",304460330303,30446033,3,77,"STOCKTON",1000007,55,11,1,17,23,9.948,201610,636913.506454183,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,6,3,3,3,99,1,99,3,2,99,99,99
"709",304469920101,30446992,1,77,"STOCKTON",100,11,3,97,1,81,2.829,201609,30272.1678852773,2,4,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,3,2,7,4,6,3,99,99,1,4,2,99,99,99
"710",304469920102,30446992,1,77,"STOCKTON",1e+06,10,3,1,97,81,2.935,201609,30272.1678852773,2,4,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,3,2,7,4,6,3,99,1,99,4,2,99,99,99
"711",304469920201,30446992,2,77,"STOCKTON",100,11,3,12,1,77,2.829,201609,32384.2692850232,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,2,7,4,6,3,99,3,1,3,2,99,99,99
"712",304469920202,30446992,2,77,"STOCKTON",1e+06,10,3,1,12,77,2.935,201609,32384.2692850232,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,2,7,4,6,3,99,1,3,3,2,99,99,99
"713",304483200101,30448320,1,77,"STOCKTON",100,70,4,3,1,62,54.066,201605,346917.111519771,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,1,1,4,2,2,4,5,1,1,2,1,2,1,99,99,99
"714",304508820102,30450882,1,77,"STOCKTON",1e+06,120,3,1,4,32,86.547,201608,404985.050121422,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,1,4,3,4,10,4,4,4,4,1,2,5,1,99,99,99
"715",304604350302,30460435,3,77,"STOCKTON",1e+06,30,3,1,8,22,16.622,201609,401469.586976244,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,6,2,10,4,3,4,1,1,3,3,1,99,99,99
"716",304649190103,30464919,1,77,"STOCKTON",1000001,30,3,1,11,80,33.945,201608,84043.4580546383,2,3,-1,-1,2,2,1,2,2,1,-1,-1,-1,-1,-1,2,-1,5,1,1,4,6,1,99,1,3,3,2,99,99,99
"717",304748150101,30474815,1,77,"STOCKTON",100,7,3,11,1,26,1.504,201608,441527.50188375,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,6,2,4,4,4,2,1,3,1,3,1,99,99,99
"718",304748150102,30474815,1,77,"STOCKTON",1e+06,3,3,1,11,26,1.489,201608,441527.50188375,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,6,2,4,4,4,2,1,1,3,3,1,99,99,99
"719",304748150201,30474815,2,77,"STOCKTON",100,50,3,3,1,49,27.925,201608,390345.810262858,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,6,2,4,4,5,2,1,2,1,2,1,99,99,99
"720",304748150301,30474815,3,77,"STOCKTON",100,30,11,8,1,17,8.163,201608,417210.17651522,1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,3,1,-1,-1,2,-1,6,2,4,3,3,2,99,3,1,1,2,1,3,4
"721",304748150302,30474815,3,77,"STOCKTON",303,20,3,13,8,17,15.078,201608,417210.17651522,1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,3,1,-1,-1,2,-1,6,2,4,4,3,2,99,3,3,1,2,1,3,4
"722",304748150303,30474815,3,77,"STOCKTON",1000002,30,3,1,13,17,2.281,201608,417210.17651522,1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,3,1,-1,-1,2,-1,6,2,4,4,3,2,99,1,3,1,2,1,3,4
"723",304748150401,30474815,4,77,"STOCKTON",100,30,10,8,1,14,1.927,201608,417210.17651522,1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,1,-1,-1,-1,-1,6,2,4,3,2,2,99,3,1,1,99,1,3,3
"724",304748150402,30474815,4,77,"STOCKTON",403,15,10,9,8,14,1.379,201608,417210.17651522,1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,1,-1,-1,-1,-1,6,2,4,3,2,2,99,99,3,1,99,1,3,3
"725",304748150403,30474815,4,77,"STOCKTON",1000003,20,1,1,9,14,0.837,201608,417210.17651522,1,1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,1,-1,-1,-1,-1,6,2,4,1,2,2,99,1,99,1,99,1,3,3
"726",304777760102,30477776,1,77,"STOCKTON",1e+06,30,6,1,3,52,19.687,201610,247915.236811743,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-9,2,2,7,4,5,3,99,1,2,3,1,99,99,99
"727",304790120204,30479012,2,77,"STOCKTON",202,27,3,1,3,51,19.469,201609,195489.332595604,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,3,3,10,4,5,4,4,1,2,3,1,99,99,99
"728",304797380103,30479738,1,77,"STOCKTON",1000007,52,3,11,14,57,47.816,201606,193033.461826934,1,4,-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,4,1,3,6,4,5,3,4,3,3,4,1,99,99,99
"729",304812500202,30481250,2,77,"STOCKTON",202,5,3,11,3,29,0.767,201607,117198.41306571,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,4,5,4,4,2,1,3,2,3,1,99,99,99
"730",304812500203,30481250,2,77,"STOCKTON",1000011,25,3,17,11,29,16.423,201607,117198.41306571,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,4,5,4,4,2,1,99,3,3,1,99,99,99
"731",304830190301,30483019,3,77,"STOCKTON",100,210,3,15,1,24,102.889,201607,133213.154576219,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,8,4,4,4,1,3,1,3,1,99,99,99
"732",304830190303,30483019,3,77,"STOCKTON",1000001,15,3,1,17,24,3.916,201607,133213.154576219,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,8,4,4,4,1,1,99,3,1,99,99,99
"733",304873310201,30487331,2,77,"STOCKTON",202,70,3,1,3,62,39.037,201606,979820.98629214,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,4,2,5,4,5,2,3,1,2,2,1,99,99,99
"734",304990960101,30499096,1,77,"STOCKTON",102,40,11,7,3,51,2.123,201609,98586.025405068,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,5,3,3,5,1,2,99,2,3,1,99,99,99
"735",304990960102,30499096,1,77,"STOCKTON",1000002,5,3,11,7,51,0.317,201609,98586.025405068,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,5,3,4,5,1,2,3,99,3,1,99,99,99
"736",304990960103,30499096,1,77,"STOCKTON",1000004,15,3,5,11,51,4.022,201609,98586.025405068,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,5,3,4,5,1,2,99,3,3,1,99,99,99
"737",304990960104,30499096,1,77,"STOCKTON",1000003,15,3,5,5,51,12.42,201609,98586.025405068,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,5,3,4,5,1,2,99,99,3,1,99,99,99
"738",304990960106,30499096,1,77,"STOCKTON",1000006,10,1,1,11,51,0.432,201609,98586.025405068,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,5,5,3,1,5,1,2,1,3,3,1,99,99,99
"739",304999440101,30499944,1,77,"STOCKTON",1e+06,30,97,3,3,60,20.036,201610,143843.524205727,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,6,2,2,99,5,1,1,2,2,3,1,99,99,99
"740",305039610101,30503961,1,77,"STOCKTON",100,10,3,11,1,68,2.626,201606,120525.197661918,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,3,1,3,2,99,99,99
"741",305039610102,30503961,1,77,"STOCKTON",1e+06,5,3,11,11,68,1.348,201606,120525.197661918,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,3,3,3,2,99,99,99
"742",305039610103,30503961,1,77,"STOCKTON",1000001,5,3,17,11,68,1.563,201606,120525.197661918,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,99,3,3,2,99,99,99
"743",305039610104,30503961,1,77,"STOCKTON",1000002,15,3,15,17,68,7.498,201606,120525.197661918,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,3,99,3,2,99,99,99
"744",305039610105,30503961,1,77,"STOCKTON",1000003,5,3,11,15,68,3.17,201606,120525.197661918,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,3,3,3,2,99,99,99
"745",305039610106,30503961,1,77,"STOCKTON",1000004,10,3,1,11,68,0.521,201606,120525.197661918,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,1,3,3,2,99,99,99
"746",305039610201,30503961,2,77,"STOCKTON",100,10,3,11,1,68,2.626,201606,128934.289460402,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,3,1,2,2,99,99,99
"747",305039610202,30503961,2,77,"STOCKTON",1e+06,5,3,12,11,68,1.348,201606,128934.289460402,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,3,3,2,2,99,99,99
"748",305039610203,30503961,2,77,"STOCKTON",1000001,5,3,17,12,68,1.563,201606,128934.289460402,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,99,3,2,2,99,99,99
"749",305039610204,30503961,2,77,"STOCKTON",1000002,15,3,17,17,68,7.498,201606,128934.289460402,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,99,99,2,2,99,99,99
"750",305039610205,30503961,2,77,"STOCKTON",1000003,5,3,11,17,68,3.17,201606,128934.289460402,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,3,99,2,2,99,99,99
"751",305039610206,30503961,2,77,"STOCKTON",1000004,10,3,1,11,68,0.521,201606,128934.289460402,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,3,8,4,6,4,99,1,3,2,2,99,99,99
"752",305118500101,30511850,1,77,"STOCKTON",100,9,4,16,16,74,3.506,201606,94509.7642883445,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,3,4,6,1,99,99,99,3,2,99,99,99
"753",305118500102,30511850,1,77,"STOCKTON",1e+06,10,4,1,16,74,3.044,201606,94509.7642883445,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,3,4,6,1,99,1,99,3,2,99,99,99
"754",305146520302,30514652,3,77,"STOCKTON",1000005,20,3,1,8,19,8.768,201609,152662.719966306,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,5,2,6,4,3,3,99,1,3,3,2,99,99,99
"755",305225670104,30522567,1,77,"STOCKTON",1000003,45,3,1,6,50,27.681,201608,53048.2244563572,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,2,10,4,5,4,3,1,99,3,1,99,99,99
"756",305225670204,30522567,2,77,"STOCKTON",1000003,45,3,1,6,52,27.681,201608,49396.3264908606,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,10,4,5,4,2,1,99,2,1,99,99,99
"757",305338030107,30533803,1,77,"STOCKTON",1000004,39,3,1,11,69,36.893,201609,17040.7366874977,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,3,5,9,4,6,4,4,1,3,5,1,99,99,99
"758",305349600101,30534960,1,77,"STOCKTON",100,5,3,12,1,86,2.115,201609,34425.5429876602,2,5,-1,-1,2,1,1,2,2,1,-1,-1,-1,-1,-1,2,-1,6,3,-8,4,6,99,99,3,1,5,2,99,99,99
"759",305349600102,30534960,1,77,"STOCKTON",1e+06,5,3,18,12,86,3.001,201609,34425.5429876602,2,5,-1,-1,2,1,1,2,2,1,-1,-1,-1,-1,-1,2,-1,6,3,-8,4,6,99,99,3,3,5,2,99,99,99
"760",305349600103,30534960,1,77,"STOCKTON",1000001,10,3,1,18,86,4.572,201609,34425.5429876602,2,5,-1,-1,2,1,1,2,2,1,-1,-1,-1,-1,-1,2,-1,6,3,-8,4,6,99,99,1,3,5,2,99,99,99
"761",305355810101,30535581,1,77,"STOCKTON",100,35,1,1,1,81,0.5,201605,81775.2120947958,2,5,-1,-1,2,2,2,2,2,1,-1,-1,-1,1,-1,2,-1,5,4,7,1,6,3,99,1,1,5,2,99,99,99
"762",305355810102,30535581,1,77,"STOCKTON",100,10,5,13,1,81,1.64,201605,81775.2120947958,2,5,-1,-1,2,2,2,2,2,1,-1,-1,-1,1,-1,2,-1,5,4,7,4,6,3,99,3,1,5,2,99,99,99
"763",305355810103,30535581,1,77,"STOCKTON",1e+06,10,5,11,13,81,1.62,201605,81775.2120947958,2,5,-1,-1,2,2,2,2,2,1,-1,-1,-1,1,-1,2,-1,5,4,7,4,6,3,99,3,3,5,2,99,99,99
"764",305355810104,30535581,1,77,"STOCKTON",1000001,15,5,1,11,81,2.51,201605,81775.2120947958,2,5,-1,-1,2,2,2,2,2,1,-1,-1,-1,1,-1,2,-1,5,4,7,4,6,3,99,1,3,5,2,99,99,99
"765",305355810105,30535581,1,77,"STOCKTON",100,30,1,1,1,81,0.5,201605,81775.2120947958,2,5,-1,-1,2,2,2,2,2,1,-1,-1,-1,1,-1,2,-1,5,4,7,1,6,3,99,1,1,5,2,99,99,99
"766",305355810201,30535581,2,77,"STOCKTON",100,35,1,1,1,74,0.5,201605,87480.7017242298,2,5,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,4,7,1,6,3,99,1,1,5,2,99,99,99
"767",305355810202,30535581,2,77,"STOCKTON",100,5,3,13,1,74,2.29,201605,87480.7017242298,1,5,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,4,7,4,6,3,99,3,1,5,2,99,99,99
"768",305355810203,30535581,2,77,"STOCKTON",1000002,2,1,17,13,74,0.162,201605,87480.7017242298,9,5,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,4,7,1,6,3,99,99,3,5,2,99,99,99
"769",305355810204,30535581,2,77,"STOCKTON",1000003,15,3,1,17,74,2.271,201605,87480.7017242298,1,5,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,4,7,4,6,3,99,1,99,5,2,99,99,99
"770",305355810205,30535581,2,77,"STOCKTON",100,45,1,1,1,74,0.5,201605,87480.7017242298,2,5,-1,-1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,-1,5,4,7,1,6,3,99,1,1,5,2,99,99,99
"771",305382920101,30538292,1,77,"STOCKTON",100,75,1,1,1,55,4,201608,414424.044908849,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,1,5,2,3,1,1,3,1,99,99,99
"772",305382920102,30538292,1,77,"STOCKTON",100,15,6,11,1,55,3.213,201608,414424.044908849,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,4,5,2,3,3,1,3,1,99,99,99
"773",305382920103,30538292,1,77,"STOCKTON",1e+06,10,6,1,11,55,3.143,201608,414424.044908849,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,4,5,2,3,1,3,3,1,99,99,99
"774",305382920104,30538292,1,77,"STOCKTON",100,20,6,17,1,55,0.893,201608,414424.044908849,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,4,5,2,3,99,1,3,1,99,99,99
"775",305382920105,30538292,1,77,"STOCKTON",1000001,15,6,1,17,55,0.893,201608,414424.044908849,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,4,5,2,3,1,99,3,1,99,99,99
"776",305382920106,30538292,1,77,"STOCKTON",100,30,6,11,1,55,4.136,201608,414424.044908849,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,4,5,2,3,3,1,3,1,99,99,99
"777",305382920107,30538292,1,77,"STOCKTON",1000002,30,6,13,11,55,6.721,201608,414424.044908849,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,4,5,2,3,3,3,3,1,99,99,99
"778",305382920108,30538292,1,77,"STOCKTON",1000003,10,6,15,13,55,0.362,201608,414424.044908849,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,4,5,2,3,3,3,3,1,99,99,99
"779",305382920109,30538292,1,77,"STOCKTON",1000004,22,6,1,15,55,2.996,201608,414424.044908849,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,7,2,4,4,5,2,3,1,3,3,1,99,99,99
"780",305382920201,30538292,2,77,"STOCKTON",100,30,2,3,1,53,1.303,201608,332460.404805143,1,3,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,7,2,4,2,5,2,3,2,1,3,1,99,99,99
"781",305382920202,30538292,2,77,"STOCKTON",202,15,2,13,3,53,7.847,201608,332460.404805143,1,3,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,7,2,4,2,5,2,3,3,2,3,1,99,99,99
"782",305382920203,30538292,2,77,"STOCKTON",1000005,25,2,1,13,53,6.84,201608,332460.404805143,1,3,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,7,2,4,2,5,2,3,1,3,3,1,99,99,99
"783",305382920204,30538292,2,77,"STOCKTON",100,30,6,11,1,53,4.136,201608,332460.404805143,2,3,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,7,2,4,4,5,2,3,3,1,3,1,99,99,99
"784",305382920205,30538292,2,77,"STOCKTON",1000002,30,6,13,11,53,6.721,201608,332460.404805143,2,3,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,7,2,4,4,5,2,3,3,3,3,1,99,99,99
"785",305382920206,30538292,2,77,"STOCKTON",1000003,10,6,15,13,53,0.362,201608,332460.404805143,2,3,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,7,2,4,4,5,2,3,3,3,3,1,99,99,99
"786",305382920207,30538292,2,77,"STOCKTON",1000004,22,6,1,15,53,2.996,201608,332460.404805143,2,3,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,7,2,4,4,5,2,3,1,3,3,1,99,99,99
"787",305419060102,30541906,1,77,"STOCKTON",1e+06,45,3,1,17,39,33.898,201607,73026.9728782051,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,7,4,8,4,4,4,4,1,99,4,1,99,99,99
"788",305419060204,30541906,2,77,"STOCKTON",1e+06,45,3,1,17,39,33.898,201607,46011.8932118618,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-9,7,4,8,4,4,4,99,1,99,4,1,99,99,99
"789",305519180101,30551918,1,77,"STOCKTON",100,10,3,19,1,67,2.938,201607,29377.5437475865,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,3,1,4,2,99,99,99
"790",305519180102,30551918,1,77,"STOCKTON",1e+06,2,3,11,19,67,0.134,201607,29377.5437475865,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,3,3,4,2,99,99,99
"791",305519180103,30551918,1,77,"STOCKTON",1000001,10,3,1,11,67,3.039,201607,29377.5437475865,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,1,3,4,2,99,99,99
"792",305519180104,30551918,1,77,"STOCKTON",100,45,2,16,1,67,7,201607,29377.5437475865,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,2,6,3,99,99,1,4,2,99,99,99
"793",305519180105,30551918,1,77,"STOCKTON",100,11,3,13,16,67,3.97,201607,29377.5437475865,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,3,99,4,2,99,99,99
"794",305519180106,30551918,1,77,"STOCKTON",1000002,9,3,17,13,67,1.858,201607,29377.5437475865,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,99,3,4,2,99,99,99
"795",305519180201,30551918,2,77,"STOCKTON",100,10,3,19,1,67,2.938,201607,27461.5409276905,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,3,1,4,2,99,99,99
"796",305519180202,30551918,2,77,"STOCKTON",1e+06,2,3,11,19,67,0.134,201607,27461.5409276905,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,3,3,4,2,99,99,99
"797",305519180203,30551918,2,77,"STOCKTON",1000001,10,3,1,11,67,3.039,201607,27461.5409276905,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,1,3,4,2,99,99,99
"798",305519180204,30551918,2,77,"STOCKTON",100,45,2,16,1,67,7,201607,27461.5409276905,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,2,6,3,99,99,1,4,2,99,99,99
"799",305519180205,30551918,2,77,"STOCKTON",100,9,3,12,16,67,3.791,201607,27461.5409276905,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,3,99,4,2,99,99,99
"800",305519180206,30551918,2,77,"STOCKTON",1000004,10,3,5,12,67,2.183,201607,27461.5409276905,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,99,3,4,2,99,99,99
"801",305519180207,30551918,2,77,"STOCKTON",1000005,8,3,11,5,67,2.013,201607,27461.5409276905,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,3,99,4,2,99,99,99
"802",305519180208,30551918,2,77,"STOCKTON",1000006,6,3,1,11,67,1.417,201607,27461.5409276905,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,1,3,4,2,99,99,99
"803",305519180209,30551918,2,77,"STOCKTON",100,11,3,13,1,67,3.97,201607,27461.5409276905,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,6,4,6,3,99,3,1,4,2,99,99,99
